County,Location,"CollectionDate",Collecting Agency,"SampleType","DA(ppm)1"
"",Collection,Sample,DA,,
County,Location,Collecting Agency,,,
"",Date,Type,(ppm)1,,
Crescent Beach,11/4/2017,Volunteer,Meat,230,
Crescent Beach,11/4/2017,Volunteer,Meat,130,
Crescent Beach,11/4/2017,Volunteer,Meat,180,
Crescent Beach,11/4/2017,Volunteer,Meat,270,
Crescent Beach,11/4/2017,Volunteer,Meat,180,
Crescent Beach,11/4/2017,Volunteer,Meat,120,
Crescent Beach,11/4/2017,Volunteer,Viscera,190,
Crescent Beach,1/1/2018,Volunteer,Meat,280,
Crescent Beach,1/1/2018,Volunteer,Meat,170,
Crescent Beach,1/1/2018,Volunteer,Meat,150,
Crescent Beach,1/1/2018,Volunteer,Meat,140,
Crescent Beach,1/1/2018,Volunteer,Meat,150,
Crescent Beach,1/1/2018,Volunteer,Meat,220,
Crescent Beach,1/31/2018,Volunteer,Meat,200,
Crescent Beach,1/31/2018,Volunteer,Meat,130,
Crescent Beach,1/31/2018,Volunteer,Meat,74,
Crescent Beach,1/31/2018,Volunteer,Meat,120,
Crescent Beach,1/31/2018,Volunteer,Meat,130,
Crescent Beach,1/31/2018,Volunteer,Meat,280,
Crescent Beach,5/17/2018,Volunteer,Meat,13,
Crescent Beach,5/17/2018,Volunteer,Meat,30,
Crescent Beach,5/17/2018,Volunteer,Meat,21,
Crescent Beach,5/17/2018,Volunteer,Meat,20,
Crescent Beach,5/17/2018,Volunteer,Meat,71,
Crescent Beach,6/13/2018,Volunteer,Meat,3,
Crescent Beach,6/13/2018,Volunteer,Meat,25,
Crescent Beach,6/13/2018,Volunteer,Meat,<2.5,
Crescent Beach,7/13/2018,Volunteer,Meat,<2.5,
Crescent Beach,7/13/2018,Volunteer,Meat,<2.5,
Crescent Beach,7/13/2018,Volunteer,Meat,3.6,
Crescent Beach,8/12/2018,Volunteer,Meat,9.1,
Crescent Beach,8/12/2018,Volunteer,Meat,7.1,
Crescent Beach,8/12/2018,Volunteer,Meat,16,
Crescent Beach,8/12/2018,Volunteer,Meat,10,
Crescent Beach,8/12/2018,Volunteer,Meat,5.8,
Crescent Beach,8/12/2018,Volunteer,Meat,14,
Crescent Beach,8/12/2018,Volunteer,Meat,8.2,
County
County
Location
Location
"CollectionDate"
Collection
Date
Collecting Agency
Collecting Agency
"SampleType"
Sample
Type
"DA(ppm)1"
DA
"(ppm)1"
Del Norte,Crescent Beach,8/12/2018,Volunteer,Meat,12
Crescent Beach,8/12/2018,Volunteer,Meat,20,
Crescent Beach,8/12/2018,Volunteer,Meat,17,
Crescent Beach,8/12/2018,Volunteer,Meat,11,
Crescent Beach,8/12/2018,Volunteer,Meat,17,
Crescent Beach,8/12/2018,Volunteer,Meat,16,
Crescent Beach,8/12/2018,Volunteer,Meat,11,
Crescent Beach,8/12/2018,Volunteer,Meat,15,
Crescent Beach,3/19/2019,Volunteer,Meat,72,
Crescent Beach,3/19/2019,Volunteer,Meat,94,
Crescent Beach,3/19/2019,Volunteer,Meat,130,
Crescent Beach,3/19/2019,Volunteer,Meat,150,
Crescent Beach,3/19/2019,Volunteer,Meat,260,
Crescent Beach,3/19/2019,Volunteer,Meat,280,
Crescent Beach,3/19/2019,Volunteer,Meat,260,
Crescent Beach,3/19/2019,Volunteer,Meat,68,
Crescent Beach,4/20/2019,Volunteer,Meat,31,
Crescent Beach,4/20/2019,Volunteer,Meat,74,
Crescent Beach,4/20/2019,Volunteer,Meat,150,
Crescent Beach,4/20/2019,Volunteer,Meat,48,
Crescent Beach,4/20/2019,Volunteer,Meat,7.2,
Crescent Beach,4/20/2019,Volunteer,Meat,240,
Crescent Beach,5/6/19,Volunteer,Meat,75,
Crescent Beach,5/6/19,Volunteer,Meat,140,
Crescent Beach,5/6/19,Volunteer,Meat,130,
Crescent Beach,5/6/19,Volunteer,Meat,40,
Crescent Beach,5/6/19,Volunteer,Meat,18,
Crescent Beach,5/6/19,Volunteer,Meat,72,
Crescent Beach,5/6/19,Volunteer,Meat,220,
Crescent Beach,5/6/19,Volunteer,Meat,72,
Crescent Beach,5/20/19,Volunteer,Meat,67,
Crescent Beach,5/20/19,Volunteer,Meat,81,
Crescent Beach,5/20/19,Volunteer,Meat,58,
Crescent Beach,5/20/19,Volunteer,Meat,30,
Crescent Beach,5/20/19,Volunteer,Meat,83,
Crescent Beach,5/20/19,Volunteer,Meat,43,
Crescent Beach,5/20/19,Volunteer,Meat,78,
Crescent Beach,5/20/19,Volunteer,Meat,65,
Humboldt,Clam Beach,2/10/2017,CA Dept of Fish & Wildlife,Meat,4.2
Clam Beach,2/10/2017,CA Dept of Fish & Wildlife,Meat,35,
Clam Beach,2/10/2017,CA Dept of Fish & Wildlife,Meat,39,
Clam Beach,2/10/2017,CA Dept of Fish & Wildlife,Meat,10,
Clam Beach,2/10/2017,CA Dept of Fish & Wildlife,Meat,18,
Clam Beach,2/10/2017,CA Dept of Fish & Wildlife,Viscera,15,
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,30,
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,8.5,
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,18,
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,49
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,55
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,41
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,45
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,82
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,25
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,7.8
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,42
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,47
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,51
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Meat,42
Clam Beach,3/9/2017,CA Dept of Fish & Wildlife,Viscera,36
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,19
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,4.2
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,32
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,21
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,35
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,16
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,35
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,44
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,55
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,44
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,29
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,30
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Meat,56
Clam Beach,4/27/2017,CA Dept of Fish & Wildlife,Viscera,25
