County,Location,"CollectionDate",Collecting Agency,"SampleType","DA(ppm)1"
Little River State Beach,4/28/2017,CA Dept of Fish & Wildlife,Meat,30
Little River State Beach,4/28/2017,CA Dept of Fish & Wildlife,Viscera,26
Little River State Beach,4/28/2017,CA Dept of Fish & Wildlife,Meat,16
Little River State Beach,4/28/2017,CA Dept of Fish & Wildlife,Viscera,11
Little River State Beach,4/28/2017,CA Dept of Fish & Wildlife,Meat,50
Little River State Beach,4/28/2017,CA Dept of Fish & Wildlife,Viscera,38
Clam Beach,5/29/2017,CA Dept of Fish & Wildlife,Meat,6.2
Clam Beach,5/29/2017,CA Dept of Fish & Wildlife,Meat,48
Clam Beach,5/29/2017,CA Dept of Fish & Wildlife,Meat,12
Clam Beach,5/29/2017,CA Dept of Fish & Wildlife,Meat,8.5
Clam Beach,5/29/2017,CA Dept of Fish & Wildlife,Meat,7.6
Clam Beach,5/29/2017,CA Dept of Fish & Wildlife,Meat,6.4
Clam Beach,5/29/2017,CA Dept of Fish & Wildlife,Meat,10
Clam Beach,5/29/2017,CA Dept of Fish & Wildlife,Meat,6.6
Clam Beach,5/29/2017,CA Dept of Fish & Wildlife,Meat,15
Clam Beach,5/29/2017,CA Dept of Fish & Wildlife,Meat,85
Clam Beach,5/29/2017,CA Dept of Fish & Wildlife,Viscera,14
Little River State Beach,6/13/2017,CA Dept of Fish & Wildlife,Meat,85
Little River State Beach,6/13/2017,CA Dept of Fish & Wildlife,Meat,9
Little River State Beach,6/13/2017,CA Dept of Fish & Wildlife,Meat,11
Little River State Beach,6/13/2017,CA Dept of Fish & Wildlife,Meat,12
Little River State Beach,6/13/2017,CA Dept of Fish & Wildlife,Meat,24
Little River State Beach,6/13/2017,CA Dept of Fish & Wildlife,Meat,10
Little River State Beach,6/13/2017,CA Dept of Fish & Wildlife,Meat,38
Little River State Beach,6/13/2017,CA Dept of Fish & Wildlife,Meat,9.4
Little River State Beach,6/13/2017,CA Dept of Fish & Wildlife,Meat,67
Little River State Beach,6/13/2017,CA Dept of Fish & Wildlife,Viscera,29
Clam Beach,6/27/2017,CA Dept of Fish & Wildlife,Meat,68
Clam Beach,6/27/2017,CA Dept of Fish & Wildlife,Meat,78
Clam Beach,6/27/2017,CA Dept of Fish & Wildlife,Meat,120
Clam Beach,6/27/2017,CA Dept of Fish & Wildlife,Meat,90
Clam Beach,6/27/2017,CA Dept of Fish & Wildlife,Meat,57
Clam Beach,6/27/2017,CA Dept of Fish & Wildlife,Meat,16
Clam Beach,6/27/2017,CA Dept of Fish & Wildlife,Meat,41
Clam Beach,6/27/2017,CA Dept of Fish & Wildlife,Meat,52
Clam Beach,6/27/2017,CA Dept of Fish & Wildlife,Meat,29
Clam Beach,6/27/2017,CA Dept of Fish & Wildlife,Meat,36
Clam Beach,6/27/2017,CA Dept of Fish & Wildlife,Viscera,39
Clam Beach,7/23/2017,CA Dept of Fish & Wildlife,Meat,27
Clam Beach,7/23/2017,CA Dept of Fish & Wildlife,Meat,19
Clam Beach,7/23/2017,CA Dept of Fish & Wildlife,Meat,11
Clam Beach,7/23/2017,CA Dept of Fish & Wildlife,Meat,15
Clam Beach,7/23/2017,CA Dept of Fish & Wildlife,Meat,27
Clam Beach,7/23/2017,CA Dept of Fish & Wildlife,Meat,18
Clam Beach,7/23/2017,CA Dept of Fish & Wildlife,Meat,16
Clam Beach,7/23/2017,CA Dept of Fish & Wildlife,Meat,11
Clam Beach,7/23/2017,CA Dept of Fish & Wildlife,Meat,17
Clam Beach,7/23/2017,CA Dept of Fish & Wildlife,Meat,9.3
Clam Beach,7/23/2017,CA Dept of Fish & Wildlife,Viscera,15
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,53
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,150
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,37
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,220
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,110
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,140
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,68
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,85
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,300
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,140
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,150
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,130
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,220
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,140
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Meat,65
Clam Beach,11/3/2017,CA Dept of Fish & Wildlife,Viscera,130
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,130
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,88
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,78
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,300
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,130
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,250
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,130
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,130
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,85
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,220
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,390
Clam Beach,12/6/2017,CA Dept of Fish & Wildlife,Meat,150
Clam Beach,1/2/2018,CA Dept of Fish & Wildlife,Meat,70
Clam Beach,1/2/2018,CA Dept of Fish & Wildlife,Meat,190
Clam Beach,1/2/2018,CA Dept of Fish & Wildlife,Meat,210
Clam Beach,1/2/2018,CA Dept of Fish & Wildlife,Meat,97
Clam Beach,1/2/2018,CA Dept of Fish & Wildlife,Meat,110
Clam Beach,1/2/2018,CA Dept of Fish & Wildlife,Meat,170
Clam Beach,1/2/2018,CA Dept of Fish & Wildlife,Meat,160
Clam Beach,3/29/2018,CA Dept of Fish & Wildlife,Meat,78
Clam Beach,3/29/2018,CA Dept of Fish & Wildlife,Meat,230
Clam Beach,3/29/2018,CA Dept of Fish & Wildlife,Meat,39
Clam Beach,3/29/2018,CA Dept of Fish & Wildlife,Meat,120
Clam Beach,3/29/2018,CA Dept of Fish & Wildlife,Meat,53
Clam Beach,3/29/2018,CA Dept of Fish & Wildlife,Meat,210
Clam Beach,3/29/2018,CA Dept of Fish & Wildlife,Meat,25
Clam Beach,3/29/2018,CA Dept of Fish & Wildlife,Meat,53
Clam Beach,3/29/2018,CA Dept of Fish & Wildlife,Meat,110
Clam Beach,3/29/2018,CA Dept of Fish & Wildlife,Meat,76
Clam Beach,3/29/2018,CA Dept of Fish & Wildlife,Meat,67
Clam Beach,5/3/2018,CA Dept of Fish & Wildlife,Meat,160
Clam Beach,5/3/2018,CA Dept of Fish & Wildlife,Meat,17
Clam Beach,5/3/2018,CA Dept of Fish & Wildlife,Meat,42
Clam Beach,5/3/2018,CA Dept of Fish & Wildlife,Meat,4
Clam Beach,5/16/2018,CA Dept of Fish & Wildlife,Meat,15
Clam Beach,5/16/2018,CA Dept of Fish & Wildlife,Meat,52
Clam Beach,5/16/2018,CA Dept of Fish & Wildlife,Meat,53
Clam Beach,5/16/2018,CA Dept of Fish & Wildlife,Meat,<2.5
Clam Beach,5/16/2018,CA Dept of Fish & Wildlife,Meat,110
Clam Beach,5/16/2018,CA Dept of Fish & Wildlife,Meat,44
Clam Beach,6/13/2018,CA Dept of Fish & Wildlife,Meat,26
Clam Beach,6/13/2018,CA Dept of Fish & Wildlife,Meat,<2.5
Clam Beach,6/13/2018,CA Dept of Fish & Wildlife,Meat,4.2
Clam Beach,6/13/2018,CA Dept of Fish & Wildlife,Meat,16
Clam Beach,6/13/2018,CA Dept of Fish & Wildlife,Meat,37
Clam Beach,6/13/2018,CA Dept of Fish & Wildlife,Meat,12
Clam Beach,6/13/2018,CA Dept of Fish & Wildlife,Meat,4.9
Clam Beach,6/13/2018,CA Dept of Fish & Wildlife,Meat,3
Clam Beach,6/13/2018,CA Dept of Fish & Wildlife,Meat,10
Clam Beach,6/13/2018,CA Dept of Fish & Wildlife,Meat,6.6
Clam Beach,7/13/2018,CA Dept of Fish & Wildlife,Meat,27
Clam Beach,7/13/2018,CA Dept of Fish & Wildlife,Meat,13
Clam Beach,7/13/2018,CA Dept of Fish & Wildlife,Meat,21
Clam Beach,7/13/2018,CA Dept of Fish & Wildlife,Meat,43
Clam Beach,7/13/2018,CA Dept of Fish & Wildlife,Meat,86
Clam Beach,7/13/2018,CA Dept of Fish & Wildlife,Meat,4.2
Clam Beach,7/13/2018,CA Dept of Fish & Wildlife,Meat,14
Clam Beach,7/13/2018,CA Dept of Fish & Wildlife,Meat,6.6
Clam Beach,7/13/2018,CA Dept of Fish & Wildlife,Meat,5.1
Clam Beach,8/13/2018,CA Dept of Fish & Wildlife,Meat,26
Clam Beach,8/13/2018,CA Dept of Fish & Wildlife,Meat,20
Clam Beach,8/13/2018,CA Dept of Fish & Wildlife,Meat,63
Clam Beach,8/13/2018,CA Dept of Fish & Wildlife,Meat,21
Clam Beach,8/13/2018,CA Dept of Fish & Wildlife,Meat,20
Clam Beach,8/13/2018,CA Dept of Fish & Wildlife,Meat,32
Clam Beach,8/13/2018,CA Dept of Fish & Wildlife,Meat,29
Clam Beach,8/13/2018,CA Dept of Fish & Wildlife,Meat,60
Clam Beach,8/13/2018,CA Dept of Fish & Wildlife,Meat,35
Clam Beach,8/13/2018,CA Dept of Fish & Wildlife,Meat,3.4
Clam Beach,9/9/2018,CA Dept of Fish & Wildlife,Meat,120
Clam Beach,9/9/2018,CA Dept of Fish & Wildlife,Meat,150
Clam Beach,9/9/2018,CA Dept of Fish & Wildlife,Meat,160
Clam Beach,9/9/2018,CA Dept of Fish & Wildlife,Meat,160
Clam Beach,9/9/2018,CA Dept of Fish & Wildlife,Meat,110
Clam Beach,9/9/2018,CA Dept of Fish & Wildlife,Meat,150
Clam Beach,9/9/2018,CA Dept of Fish & Wildlife,Meat,87
Clam Beach,9/9/2018,CA Dept of Fish & Wildlife,Meat,140
Clam Beach,9/9/2018,CA Dept of Fish & Wildlife,Meat,130
Clam Beach,9/9/2018,CA Dept of Fish & Wildlife,Meat,100
Clam Beach,11/13/2018,CA Dept of Fish & Wildlife,Meat,180
Clam Beach,11/13/2018,CA Dept of Fish & Wildlife,Meat,150
Clam Beach,11/13/2018,CA Dept of Fish & Wildlife,Meat,170
Clam Beach,11/13/2018,CA Dept of Fish & Wildlife,Meat,230
Clam Beach,11/13/2018,CA Dept of Fish & Wildlife,Meat,130
Clam Beach,11/13/2018,CA Dept of Fish & Wildlife,Meat,170
Clam Beach,11/13/2018,CA Dept of Fish & Wildlife,Meat,300
Clam Beach,11/13/2018,CA Dept of Fish & Wildlife,Meat,170
Clam Beach,11/13/2018,CA Dept of Fish & Wildlife,Meat,220
Clam Beach,11/13/2018,CA Dept of Fish & Wildlife,Meat,150
Clam Beach,11/13/2018,CA Dept of Fish & Wildlife,Meat,170
Clam Beach,3/18/2019,CA Dept of Fish & Wildlife,Meat,95
Clam Beach,3/18/2019,CA Dept of Fish & Wildlife,Meat,120
Clam Beach,3/18/2019,CA Dept of Fish & Wildlife,Meat,130
Clam Beach,3/18/2019,CA Dept of Fish & Wildlife,Meat,230
Clam Beach,3/18/2019,CA Dept of Fish & Wildlife,Meat,220
Clam Beach,3/18/2019,CA Dept of Fish & Wildlife,Meat,250
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,230
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,150
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,49
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,100
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,450
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,120
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,35
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,83
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,220
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,81
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,200
Clam Beach,4/21/2019,CA Dept of Fish & Wildlife,Meat,36
