"sampleid","county","location","long_dd","lat_dd","year","date","type_orig","comm_name","species","type","tissue","da_ppm","da_ppm_prefix"
"M15P00819","Los Angeles","Long Beach, Fish Harbor",-118.2276,33.7493,2015,2015-10-12,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M15P00821","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2015,2015-10-12,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M15P00835","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2015,2015-10-19,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M15P00853","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2015,2015-10-26,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M15P00868","Monterey","Moss Landing, Sandholdt Bridge",-121.787602,36.799937,2015,2015-10-28,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M15P00869","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2015,2015-11-02,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M15P00881","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2015,2015-11-02,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M15P00885","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2015,2015-11-09,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M15P00910","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2015,2015-11-16,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M15P00903","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2015,2015-11-17,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M15P00919","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2015,2015-11-23,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M15P00941","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2015,2015-11-30,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M15P00951","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2015,2015-11-30,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M15P00954","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2015,2015-12-07,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M15P00969","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2015,2015-12-07,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M15P00973","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2015,2015-12-14,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M15P01007","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2015,2015-12-28,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00003","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-01-04,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00017","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-01-11,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00028","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-01-18,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00047","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-01-25,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00056","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-01-25,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00065","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-02-02,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00080","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-02-08,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00086","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-02-08,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00092","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-02-15,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00105","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-02-21,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00118","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-02-22,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00127","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-02-29,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00146","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-03-09,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00154","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-03-14,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00169","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-03-21,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00181","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-03-21,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00186","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-03-27,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00208","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-04-04,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00217","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-04-11,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00233","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-04-11,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00240","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-04-18,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00259","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-04-24,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00270","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-04-25,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00278","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-05-02,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00290","Los Angeles","Ballona Creek",-118.4538,33.9601,2016,2016-05-02,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00296","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-05-02,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00322","Monterey","Moss Landing, Sandholdt Bridge",-121.787602,36.799937,2016,2016-05-08,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00303","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-05-09,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00328","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-05-16,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00339","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-05-16,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00348","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-05-23,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00364","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-05-30,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00372","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-05-31,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00382","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-06-06,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00398","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-06-13,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00410","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-06-13,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00417","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-06-20,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00439","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-06-27,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00475","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-07-04,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00462","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-07-05,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00476","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-07-11,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00491","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-07-18,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00507","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-07-25,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00521","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-07-26,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00530","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-08-01,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00555","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-08-08,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00550","San Diego","Agua Hedionda Lagoon-M",-117.338313,33.141159,2016,2016-08-09,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00561","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-08-15,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00565","Marin","Tomales Bay, Lease #M430-06-M",-122.8783,38.139,2016,2016-08-15,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00612","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-08-16,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00581","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-08-22,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00597","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-08-29,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00630","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-09-05,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00644","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-09-12,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00659","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-09-19,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00688","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-09-27,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00724","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-10-03,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00714","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-10-05,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00715","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-10-10,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00736","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-10-17,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00746","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-10-18,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00755","Del Norte","Crescent City Harbor",-124.184382,41.746208,2016,2016-10-19,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00756","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-10-24,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00771","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-10-31,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00792","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-11-07,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00810","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-11-14,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00833","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-11-20,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00844","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-11-27,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00862","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-12-04,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00873","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2016,2016-12-05,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M16P00885","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-12-12,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00907","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-12-19,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M16P00923","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2016,2016-12-27,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00011","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-01-03,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00019","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-01-09,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00050","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-01-15,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00066","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-01-24,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00093","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-01-30,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00117","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-02-07,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00135","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-02-13,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00154","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2017,2017-02-13,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M17P00148","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-02-20,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00165","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-02-27,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00209","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2017,2017-03-01,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M17P00191","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-03-06,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00197","San Diego","Agua Hedionda Lagoon-M",-117.338313,33.141159,2017,2017-03-07,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00218","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-03-13,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00230","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2017,2017-03-14,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M17P00240","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-03-20,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00256","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-03-27,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00268","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-04-03,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00292","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-04-10,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",64,NA
"M17P00293","San Diego","Agua Hedionda Lagoon-M",-117.338313,33.141159,2017,2017-04-11,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00318","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2017,2017-04-13,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M17P00303","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-04-17,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",350,NA
"M17P00331","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-04-24,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",120,NA
"M17P00339","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2017,2017-04-25,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",3.8,NA
"M17P00362","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-05-01,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",22,NA
"F17E00051","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-05-05,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00377","San Diego","Agua Hedionda Lagoon-M",-117.338313,33.141159,2017,2017-05-09,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00380","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-05-09,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",8,NA
"F17E00053","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-05-10,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",29,NA
"F17E00052","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-05-12,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",4,NA
"M17P00395","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-05-16,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",46,NA
"M17P00398","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2017,2017-05-16,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",3.9,NA
"F17E00054","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-05-18,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",19,NA
"M17P00407","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-05-23,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",140,NA
"M17P00451","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2017,2017-05-30,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"F17E00068","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-05-31,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",65,NA
"M17P00449","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-06-06,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",3,NA
"F17E00069","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-06-09,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00464","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-06-13,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00480","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2017,2017-06-17,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M17P00472","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-06-19,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00489","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-06-26,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00496","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2017,2017-06-27,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M17P00512","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-07-03,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00521","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-07-10,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00544","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-07-17,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00565","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-07-24,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00573","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2017,2017-07-24,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
"M17P00586","Santa Barbara","Santa Barbara Ch., M-653-02-M",-119.779,34.398,2017,2017-07-31,"Bay Mussel, cultured","Bay mussel","Mytilus galloprovincialis","cultured","whole",2.5,"<"
"M17P00591","San Diego","San Diego Bay, U.S. Navy Pier",-117.236,32.7,2017,2017-07-31,"Bay Mussel, wild","Bay mussel","Mytilus galloprovincialis","wild","whole",2.5,"<"
